Order Date,Customer Name,Category,Sub-Category,Product Name,Quantity,Unit Price,Discount,Sales,Profit,Payment Mode
19-09-2024,Shanaya Bhat,Sports,Tennis Racket,Tennis Racket Sed,4,15498,0,61992,5890.9,Credit Card
30-10-2023,Pihu Varghese,Kitchen,Mixer Grinder,Mixer Grinder Aliquam,1,3128,15,2658.8,362.44,UPI
31-03-2024,Zain Sen,Clothing,Men's Wear,Men's Wear Ex,5,23664,15,100572,22121.16,COD
24-02-2025,Suhana Ganguly,Groceries,Spices,Spices Pariatur,2,28416,10,51148.8,5324.04,Net Banking
18-03-2025,Manjari Mangal,Furniture,Cabinet,Cabinet Nisi,1,59778,15,50811.3,8498.57,Debit Card
13-06-2024,Yasmin Sekhon,Electronics,Smartwatch,Smartwatch Tempore,4,31095,15,105723,22061.05,Debit Card
18-10-2023,Faiyaz Issac,Furniture,Table,Table Deserunt,2,50258,15,85438.6,10418.46,UPI
24-09-2024,Darshit Hans,Home Decor,Clock,Clock Perferendis,2,60360,5,114684,11743.67,Credit Card
02-03-2024,Charvi Shenoy,Toys,Doll,Doll Assumenda,2,63148,5,119981.2,23234.02,COD
21-05-2024,Khushi Bhalla,Clothing,Men's Wear,Men's Wear Aliquid,5,57913,0,289565,61458.27,COD
16-01-2025,Samarth Biswas,Clothing,Women's Wear,Women's Wear Totam,2,58276,10,104896.8,17061.36,COD
07-11-2023,Badal Mangal,Home Decor,Cushion,Cushion Ipsum,5,6472,10,29124,7277.61,Debit Card
12-01-2025,Nirvi Keer,Electronics,Headphones,Headphones Deleniti,3,3517,5,10023.45,1456.11,UPI
28-03-2024,Gatik Comar,Groceries,Spices,Spices Reiciendis,3,7479,20,17949.6,2704.4,Net Banking
21-10-2024,Hazel Hayre,Home Decor,Vase,Vase Laboriosam,5,72191,10,324859.5,53183.45,Credit Card
15-12-2024,Ritvik Mangat,Clothing,Accessories,Accessories Iure,1,59846,5,56853.7,9759.16,COD
03-06-2024,Damini Kapur,Clothing,Women's Wear,Women's Wear Officia,1,59828,5,56836.6,8325.15,Net Banking
30-08-2025,Tushar Devan,Clothing,Women's Wear,Women's Wear Vero,2,27785,0,55570,6793.55,UPI
25-10-2024,Rohan Iyengar,Sports,Yoga Mat,Yoga Mat Quibusdam,3,24823,10,67022.1,14626.79,COD
22-11-2023,Bhavin Tara,Toys,Action Figure,Action Figure Beatae,3,50511,10,136379.7,20913.92,COD
05-02-2024,Drishya Mangal,Kitchen,Juicer,Juicer Voluptate,4,39061,20,124995.2,30886.7,Credit Card
07-03-2024,Divyansh Bhavsar,Kitchen,Cookware Set,Cookware Set Ut,5,30115,10,135517.5,8531.85,UPI
26-10-2024,Anay Warrior,Books,Fiction,Fiction Aliquid,1,43894,20,35115.2,4820.48,UPI
05-02-2025,Khushi Taneja,Toys,RC Car,RC Car Ipsum,3,33800,5,96330,11891.6,Net Banking
27-03-2025,Siya Chandra,Kitchen,Microwave,Microwave Eius,2,9711,10,17479.8,2640.87,Credit Card
20-02-2025,Taran Vig,Toys,Doll,Doll Eius,5,57388,20,229552,51151.3,UPI
09-06-2024,Nitya Gopal,Sports,Yoga Mat,Yoga Mat Consequuntur,4,27669,20,88540.8,16698.92,Net Banking
29-09-2024,Dishani Chaudhry,Electronics,Laptop,Laptop Ipsam,2,63300,0,126600,16591.78,Debit Card
02-09-2025,Advika Grover,Home Decor,Wall Art,Wall Art Neque,4,32197,10,115909.2,27119.3,Credit Card
27-08-2024,Suhana Rastogi,Toys,RC Car,RC Car Et,4,25239,15,85812.6,9112.69,Debit Card
16-02-2024,Onkar Rajagopal,Furniture,Cabinet,Cabinet Provident,4,47304,15,160833.6,35806.38,Credit Card
16-04-2025,Rhea Basak,Sports,Football,Football Temporibus,2,19112,10,34401.6,6928.02,Debit Card
14-04-2024,Anya Sha,Electronics,Mobile,Mobile Laudantium,5,890,20,3560,448.45,UPI
10-04-2024,Alia Ravi,Beauty,Foundation,Foundation Doloremque,4,62321,5,236819.8,40372.4,COD
22-04-2025,Tarini Shukla,Clothing,Women's Wear,Women's Wear Consequuntur,5,31545,5,149838.75,36850.09,Credit Card
27-09-2024,Aarush Kaur,Beauty,Lipstick,Lipstick Debitis,1,77022,5,73170.9,10033.02,COD
06-02-2024,Uthkarsh Dara,Groceries,Oil,Oil Sit,5,31480,10,141660,22581.15,Debit Card
17-08-2025,Samiha Dutta,Sports,Dumbbells,Dumbbells Assumenda,3,77903,15,198652.65,24667.96,UPI
25-08-2024,Mahika Divan,Sports,Football,Football Distinctio,4,43141,10,155307.6,29994.41,COD
30-06-2025,Vidur Sharaf,Toys,Board Game,Board Game A,2,41901,5,79611.9,8137.53,Debit Card
10-05-2025,Purab Seshadri,Beauty,Foundation,Foundation Necessitatibus,5,74119,10,333535.5,29686.68,Credit Card
05-08-2025,Vanya Sur,Furniture,Cabinet,Cabinet Ratione,1,45039,0,45039,5713.33,Net Banking
14-02-2024,Rati Goyal,Kitchen,Microwave,Microwave Ea,3,23107,10,62388.9,14441.15,Credit Card
23-07-2025,Anay Goswami,Electronics,Mobile,Mobile Beatae,1,19031,5,18079.45,3429.94,Credit Card
09-03-2025,Anika Deol,Home Decor,Vase,Vase Exercitationem,5,6383,5,30319.25,6663.92,COD
30-03-2024,Sahil Saxena,Electronics,Camera,Camera Quasi,4,19136,10,68889.6,11105.93,Debit Card
23-06-2025,Rhea Rajagopalan,Electronics,Camera,Camera Atque,1,24046,20,19236.8,1484.91,Net Banking
20-04-2025,Zaina Bassi,Beauty,Shampoo,Shampoo Nulla,5,52962,15,225088.5,19501.98,Credit Card
16-07-2024,Ishita Shroff,Furniture,Sofa,Sofa Dolorum,4,697,20,2230.4,407.92,Credit Card
16-10-2023,Kabir Dubey,Beauty,Foundation,Foundation Officia,4,64428,0,257712,26012.11,Net Banking
10-05-2025,Zoya Gera,Beauty,Shampoo,Shampoo Saepe,1,15196,5,14436.2,906.84,COD
05-11-2023,Shalv Lad,Furniture,Chair,Chair Assumenda,2,78645,5,149425.5,16809.48,Debit Card
03-06-2024,Kaira Sinha,Clothing,Accessories,Accessories Perspiciatis,4,66392,0,265568,59731.79,UPI
09-06-2024,Aaina Gala,Home Decor,Lamp,Lamp Ex,3,53780,5,153273,15727.77,Net Banking
17-09-2025,Pari Vohra,Books,Fiction,Fiction Rem,5,27298,15,116016.5,26646.97,Credit Card
03-01-2024,Lagan Kala,Books,Textbook,Textbook Alias,1,72532,5,68905.4,5338.34,Net Banking
14-09-2024,Keya Borah,Electronics,Camera,Camera Placeat,5,32758,5,155600.5,33651.01,Net Banking
29-08-2024,Hiran Balakrishnan,Electronics,Headphones,Headphones Rerum,1,50673,0,50673,6174.29,COD
01-04-2025,Heer Lal,Beauty,Foundation,Foundation Molestias,3,51988,5,148165.8,28610.94,UPI
13-05-2024,Stuvan Hayer,Furniture,Bed,Bed Optio,5,50808,20,203232,18444.62,Debit Card
18-10-2024,Mishti Lata,Sports,Dumbbells,Dumbbells Dolorem,1,60395,10,54355.5,8805.24,UPI
31-08-2025,Vedika Shetty,Kitchen,Cookware Set,Cookware Set Eligendi,4,18577,0,74308,9828.04,UPI
26-03-2024,Shalv Ahluwalia,Toys,RC Car,RC Car Nobis,5,42091,15,178886.75,33710.88,Net Banking
05-11-2023,Rania Bawa,Home Decor,Vase,Vase Quisquam,2,48342,10,87015.6,8010.29,Net Banking
27-05-2024,Piya Yadav,Furniture,Sofa,Sofa Temporibus,5,14484,10,65178,14017.38,UPI
11-06-2025,Emir Doctor,Beauty,Shampoo,Shampoo Commodi,3,75112,0,225336,41756.57,UPI
13-09-2024,Tiya Bedi,Furniture,Bed,Bed Aspernatur,1,61423,5,58351.85,7117.79,Net Banking
17-07-2024,Lavanya Cherian,Toys,Board Game,Board Game Consectetur,5,68955,5,327536.25,66432.74,Net Banking
13-04-2025,Nirvi Vyas,Home Decor,Vase,Vase A,2,54662,20,87459.2,6642.63,Debit Card
06-12-2023,Alia Bandi,Toys,Puzzle,Puzzle Veniam,1,25673,0,25673,5287.23,Net Banking
09-01-2025,Adira Dhingra,Beauty,Perfume,Perfume Mollitia,5,70511,0,352555,50630.69,COD
25-05-2024,Saira Chacko,Books,Comics,Comics Reprehenderit,5,27101,10,121954.5,16875.23,UPI
27-12-2023,Biju Handa,Electronics,Headphones,Headphones Perferendis,4,58124,15,197621.6,24989.09,Debit Card
11-05-2024,Badal Sanghvi,Toys,Action Figure,Action Figure Ipsum,4,76344,10,274838.4,62452.3,UPI
01-06-2025,Manikya Sur,Sports,Cricket Bat,Cricket Bat Accusamus,3,79811,5,227461.35,38212.89,Net Banking
27-10-2024,Ritvik Sankar,Groceries,Wheat,Wheat Repellendus,3,47051,10,127037.7,28041.84,Credit Card
26-05-2025,Gokul Kari,Groceries,Wheat,Wheat Facere,1,79212,0,79212,6199.67,Credit Card
22-01-2024,Veer Sood,Furniture,Chair,Chair Odit,3,27980,15,71349,15172.76,Debit Card
25-02-2025,Nitya Mani,Electronics,Mobile,Mobile Mollitia,2,33835,15,57519.5,7514.18,UPI
18-03-2024,Mamooty Jhaveri,Kitchen,Refrigerator,Refrigerator Unde,2,55696,15,94683.2,11283.19,COD
21-02-2025,Abram Gera,Electronics,Mobile,Mobile Asperiores,4,67835,0,271340,43514.49,UPI
10-07-2024,Aniruddh Batra,Home Decor,Cushion,Cushion Earum,4,37394,20,119660.8,26431.65,Net Banking
10-07-2025,Navya Balakrishnan,Kitchen,Mixer Grinder,Mixer Grinder Maxime,4,40507,5,153926.6,19586.78,COD
12-11-2023,Vedika Suri,Kitchen,Microwave,Microwave Quia,2,5015,0,10030,1721.21,Net Banking
19-09-2024,Taran Ganesan,Clothing,Men's Wear,Men's Wear Debitis,4,58878,20,188409.6,41098.05,Credit Card
24-11-2024,Dhanuk Ramachandran,Clothing,Kids Wear,Kids Wear Pariatur,1,5141,0,5141,929.63,Debit Card
16-10-2024,Tarini Walia,Sports,Dumbbells,Dumbbells Ab,1,7226,10,6503.4,1113.73,Credit Card
25-10-2024,Ira Walia,Electronics,Laptop,Laptop Tempore,5,27669,0,138345,18153.21,UPI
08-03-2024,Fateh Dhar,Groceries,Wheat,Wheat Itaque,3,43125,10,116437.5,20639.6,Credit Card
23-03-2024,Indrajit Kaul,Books,Fiction,Fiction Sunt,5,54056,10,243252,34303.11,COD
22-11-2023,Krish Ahuja,Beauty,Face Cream,Face Cream Doloribus,2,21407,15,36391.9,6661.9,Credit Card
01-06-2025,Mohanlal Dyal,Furniture,Cabinet,Cabinet Iusto,4,26792,0,107168,8763.99,Net Banking
26-08-2025,Jivin Bobal,Furniture,Sofa,Sofa Occaecati,1,17266,5,16402.7,1077.72,Debit Card
21-11-2023,Prisha Dhillon,Electronics,Mobile,Mobile Quo,4,28866,15,98144.4,12724.88,UPI
19-07-2024,Veer Goel,Groceries,Sugar,Sugar Est,2,72768,15,123705.6,15183.16,Credit Card
08-10-2023,Hunar Ganesan,Furniture,Chair,Chair Ipsum,5,44620,0,223100,17960.38,Net Banking
27-07-2024,Hrishita Lata,Books,Comics,Comics Unde,4,39237,5,149100.6,21260.28,Credit Card
18-05-2024,Mishti Bhagat,Furniture,Chair,Chair Voluptatum,5,28761,15,122234.25,21318.01,Credit Card
27-08-2024,Dharmajan Goel,Sports,Football,Football Fugiat,3,28696,20,68870.4,11659.91,UPI
16-10-2023,Taimur Bumb,Kitchen,Mixer Grinder,Mixer Grinder Labore,3,13698,20,32875.2,5197.07,Debit Card
19-10-2024,Divij Bose,Kitchen,Juicer,Juicer Officia,1,67733,5,64346.35,11812.56,UPI
21-08-2025,Biju Vig,Sports,Yoga Mat,Yoga Mat Aliquid,5,22546,5,107093.5,24660.13,Net Banking
02-02-2025,Dhruv Bhalla,Clothing,Kids Wear,Kids Wear Labore,3,72254,15,184247.7,45928.61,COD
01-07-2024,Badal Balan,Kitchen,Mixer Grinder,Mixer Grinder Doloribus,1,8062,5,7658.9,1392.85,Net Banking
07-11-2024,Mahika Sachdeva,Electronics,Camera,Camera Voluptatum,1,70715,15,60107.75,5835.25,UPI
26-06-2025,Elakshi Baral,Home Decor,Clock,Clock Nam,1,25415,10,22873.5,5134.3,UPI
03-06-2025,Rania Balakrishnan,Home Decor,Vase,Vase Vel,2,20517,20,32827.2,5810.64,Credit Card
05-08-2024,Samaira Goel,Sports,Football,Football Iusto,2,69618,0,139236,30309.19,Net Banking
28-07-2024,Suhana Talwar,Home Decor,Cushion,Cushion Voluptate,2,33205,20,53128,12431.54,Credit Card
07-09-2024,Tara Chaudhry,Toys,Board Game,Board Game Dolore,4,71919,20,230140.8,41478.59,UPI
22-01-2024,Shanaya Roy,Kitchen,Microwave,Microwave Quos,1,52774,5,50135.3,3969.6,COD
20-07-2025,Onkar Sunder,Groceries,Oil,Oil Quibusdam,4,12610,20,40352,7659.18,COD
08-10-2023,Yasmin Baral,Home Decor,Cushion,Cushion Consequatur,1,34831,10,31347.9,4061.3,UPI
26-01-2025,Shayak Koshy,Kitchen,Cookware Set,Cookware Set Natus,4,44710,20,143072,19431.3,Net Banking
08-05-2025,Yakshit Arora,Clothing,Shoes,Shoes Quisquam,3,1260,0,3780,362.71,Credit Card
14-01-2024,Riaan Sura,Kitchen,Cookware Set,Cookware Set Incidunt,1,17584,10,15825.6,3032.16,Net Banking
28-07-2024,Aarna Ramesh,Books,Biography,Biography Quas,3,31082,10,83921.4,4318.57,Debit Card
28-04-2025,Yuvaan Sheth,Home Decor,Lamp,Lamp Veritatis,2,35165,15,59780.5,11479.28,Debit Card
14-11-2024,Riya Hari,Clothing,Accessories,Accessories Velit,4,67674,5,257161.2,13974.84,UPI
20-10-2024,Lavanya Anne,Beauty,Face Cream,Face Cream Maxime,4,67151,5,255173.8,16707.86,Debit Card
19-11-2023,Taimur Goda,Clothing,Women's Wear,Women's Wear Ab,1,7087,0,7087,604.61,Net Banking
14-05-2025,Mamooty Vora,Groceries,Wheat,Wheat Animi,3,44103,15,112462.65,21743.77,UPI
03-10-2025,Rasha Sule,Toys,Action Figure,Action Figure Veritatis,1,54671,0,54671,12774.27,UPI
14-11-2023,Anahi Issac,Toys,RC Car,RC Car Veritatis,1,28783,5,27343.85,6205,UPI
06-01-2025,Ela Chandra,Home Decor,Clock,Clock Earum,5,26170,15,111222.5,9145.67,UPI
13-10-2023,Samiha Sabharwal,Home Decor,Clock,Clock Saepe,2,20101,15,34171.7,6720.07,Debit Card
08-04-2024,Tara Hari,Sports,Dumbbells,Dumbbells Voluptatibus,5,41691,20,166764,17579.02,COD
25-04-2024,Sumer Mann,Furniture,Cabinet,Cabinet Iure,4,51848,0,207392,47871.61,Debit Card
28-06-2025,Suhana Sunder,Electronics,Laptop,Laptop Deserunt,1,14010,20,11208,2672.37,UPI
25-10-2024,Anay Mandal,Clothing,Kids Wear,Kids Wear Ipsa,2,78959,10,142126.2,11846.26,Debit Card
04-11-2023,Emir Jha,Furniture,Table,Table Libero,3,59052,5,168298.2,12144.65,Debit Card
17-10-2023,Nehmat Iyengar,Groceries,Wheat,Wheat Laboriosam,1,24888,20,19910.4,3164.1,Net Banking
23-09-2025,Ritvik Sood,Beauty,Perfume,Perfume Quas,3,34836,0,104508,10965.21,Debit Card
03-10-2024,Taimur Bahl,Kitchen,Juicer,Juicer Facere,3,76943,0,230829,19570.6,Debit Card
23-06-2024,Mahika Kothari,Books,Textbook,Textbook Odio,4,24517,10,88261.2,20015.42,COD
30-01-2025,Jiya Bahl,Sports,Tennis Racket,Tennis Racket Veritatis,2,10782,5,20485.8,2609.18,Credit Card
28-08-2025,Ranbir Khalsa,Beauty,Shampoo,Shampoo Molestiae,2,64665,20,103464,11392.29,Credit Card
23-02-2025,Darshit Upadhyay,Furniture,Bed,Bed Recusandae,2,22136,5,42058.4,7357.3,COD
09-04-2024,Ayesha Sarna,Furniture,Bed,Bed Veritatis,1,68628,5,65196.6,7225.16,Credit Card
12-08-2025,Sara Koshy,Furniture,Sofa,Sofa Laboriosam,5,46409,5,220442.75,50160.42,Net Banking
30-06-2024,Samar Jayaraman,Furniture,Bed,Bed Illum,4,34390,0,137560,18865.74,Net Banking
26-08-2025,Seher Lall,Sports,Cricket Bat,Cricket Bat Eligendi,3,38240,20,91776,19045.63,Net Banking
23-11-2024,Anahita Hegde,Toys,Doll,Doll Hic,3,18812,20,45148.8,2803.69,Debit Card
06-03-2025,Indranil Varty,Beauty,Lipstick,Lipstick Esse,3,13633,15,34764.15,8080.86,UPI
18-08-2024,Myra Sarkar,Clothing,Accessories,Accessories Voluptas,2,29494,10,53089.2,10186.48,COD
11-06-2024,Nitara Char,Toys,Board Game,Board Game Impedit,1,47491,15,40367.35,7957.7,Debit Card
31-12-2023,Anay Deol,Home Decor,Lamp,Lamp Cum,4,28562,15,97110.8,14603.15,UPI
29-12-2024,Anvi Jayaraman,Furniture,Table,Table Exercitationem,4,45176,15,153598.4,34231.1,Credit Card
02-01-2025,Aaina Sharaf,Beauty,Foundation,Foundation Magni,1,62507,0,62507,15215.42,COD
20-08-2024,Alia Borde,Sports,Football,Football Commodi,3,54885,15,139956.75,25632.64,Credit Card
01-02-2024,Kanav Shan,Beauty,Foundation,Foundation Sequi,2,48780,5,92682,7015.32,Net Banking
22-05-2024,Suhana Ram,Groceries,Oil,Oil Accusamus,5,78992,20,315968,58414.79,UPI
10-09-2024,Ivana Sen,Kitchen,Juicer,Juicer Nesciunt,2,32994,15,56089.8,9486.42,Debit Card
12-11-2023,Anaya Krish,Home Decor,Vase,Vase Accusamus,2,39486,5,75023.4,7928.62,Credit Card
14-05-2025,Vihaan Lall,Electronics,Laptop,Laptop Sunt,3,78278,15,199608.9,41771.64,Credit Card
06-03-2025,Yakshit Gole,Sports,Football,Football Maiores,1,35049,15,29791.65,3805.26,UPI
14-07-2024,Elakshi Barman,Books,Non-Fiction,Non-Fiction Repellendus,2,67709,10,121876.2,25358.5,Net Banking
22-05-2024,Eshani Kala,Furniture,Table,Table Explicabo,4,63345,10,228042,56417.79,UPI
14-06-2024,Mahika Tiwari,Kitchen,Cookware Set,Cookware Set Ipsum,1,66151,10,59535.9,10175.19,Debit Card
02-02-2024,Neysa Chacko,Kitchen,Microwave,Microwave Soluta,2,58390,5,110941,6648.65,Net Banking
18-06-2024,Kabir Koshy,Toys,Board Game,Board Game Vel,3,34017,20,81640.8,7899.14,Credit Card
17-09-2025,Shayak Tiwari,Furniture,Sofa,Sofa Laboriosam,2,40744,0,81488,17473.05,Debit Card
28-01-2024,Indrans Wable,Home Decor,Lamp,Lamp Impedit,2,54055,20,86488,10828.96,UPI
21-11-2023,Jiya Banerjee,Kitchen,Refrigerator,Refrigerator Facere,1,31617,15,26874.45,1408.57,Debit Card
11-02-2025,Yashvi Chopra,Kitchen,Juicer,Juicer Ad,4,27630,5,104994,21539.17,Debit Card
02-01-2025,Anay Kamdar,Clothing,Kids Wear,Kids Wear Officia,2,31337,5,59540.3,3887.55,UPI
05-05-2025,Bhavin Suresh,Clothing,Accessories,Accessories Dignissimos,2,74144,5,140873.6,26268.05,COD
12-07-2024,Eva Dar,Toys,Action Figure,Action Figure Ducimus,1,12174,5,11565.3,969.43,Credit Card
15-05-2024,Sumer Bhandari,Clothing,Kids Wear,Kids Wear Reprehenderit,5,55124,5,261839,41134.24,UPI
14-03-2024,Vihaan Majumdar,Kitchen,Cookware Set,Cookware Set Accusantium,3,68890,20,165336,28997.73,Net Banking
07-03-2024,Nakul Maharaj,Clothing,Kids Wear,Kids Wear Adipisci,2,34522,15,58687.4,12643.62,UPI
07-02-2024,Darshit Tripathi,Groceries,Oil,Oil Optio,3,15297,10,41301.9,5876.6,Debit Card
02-10-2025,Faiyaz Chada,Books,Biography,Biography Facilis,1,74394,5,70674.3,17235.76,Debit Card
11-05-2024,Azad Bhardwaj,Furniture,Cabinet,Cabinet Temporibus,3,51264,20,123033.6,27145.18,UPI
09-01-2025,Priyansh Rama,Clothing,Men's Wear,Men's Wear Repellat,5,71207,10,320431.5,33894.31,Debit Card
31-07-2024,Sana Borde,Clothing,Kids Wear,Kids Wear Accusamus,5,59662,5,283394.5,63463.71,COD
23-09-2024,Trisha Lad,Toys,Doll,Doll Ab,4,75843,5,288203.4,38958.84,Credit Card
03-07-2025,Pihu Mane,Electronics,Mobile,Mobile Rem,1,47539,10,42785.1,7439.24,Credit Card
03-11-2024,Hansh Dara,Sports,Tennis Racket,Tennis Racket Ipsum,3,78549,5,223864.65,42668.77,Credit Card
09-01-2024,Hazel Chakrabarti,Home Decor,Clock,Clock Provident,4,34292,0,137168,33083.87,COD
02-05-2024,Kismat Rajan,Clothing,Accessories,Accessories Laudantium,2,53535,10,96363,8393.35,UPI
19-06-2025,Onkar Dugar,Sports,Cricket Bat,Cricket Bat Doloremque,1,38686,15,32883.1,6950.81,Credit Card
12-11-2024,Ivana Kadakia,Toys,Action Figure,Action Figure Quae,5,50771,5,241162.25,41029.54,Debit Card
17-08-2024,Adira Issac,Sports,Yoga Mat,Yoga Mat A,2,11405,5,21669.5,2977.36,Credit Card
16-10-2024,Chirag Ramanathan,Beauty,Foundation,Foundation Occaecati,2,63889,15,108611.3,20674.53,UPI
24-02-2024,Priyansh Khurana,Groceries,Rice,Rice Id,5,22292,10,100314,9395.84,UPI
03-08-2025,Jiya Savant,Kitchen,Mixer Grinder,Mixer Grinder Rem,2,60140,20,96224,14747.44,Credit Card
11-12-2023,Advik Talwar,Toys,Action Figure,Action Figure Atque,2,25502,20,40803.2,3958.24,Debit Card
16-04-2024,Zara Ramachandran,Groceries,Rice,Rice Illum,4,42773,20,136873.6,20500.48,UPI
28-04-2025,Dhanuk Saraf,Sports,Cricket Bat,Cricket Bat Iusto,5,21146,10,95157,20223.31,COD
17-02-2025,Dhanuk Soni,Sports,Cricket Bat,Cricket Bat Totam,2,79849,0,159698,38482.39,Credit Card
20-09-2025,Indrajit Wason,Clothing,Women's Wear,Women's Wear Non,3,41591,10,112295.7,26273.46,UPI
17-07-2024,Hazel Kade,Toys,Puzzle,Puzzle Tempore,1,17173,10,15455.7,3606.43,COD
25-05-2025,Armaan Kunda,Groceries,Rice,Rice Accusantium,4,8489,10,30560.4,1975.66,Net Banking
19-06-2024,Rasha Tank,Home Decor,Vase,Vase Est,4,53664,0,214656,51499.02,COD
14-10-2024,Rasha Bose,Sports,Tennis Racket,Tennis Racket Rerum,1,62470,5,59346.5,13481.71,Credit Card
20-05-2024,Anvi Raju,Sports,Dumbbells,Dumbbells Accusamus,5,18345,20,73380,13731.52,Credit Card
22-08-2024,Sara Chowdhury,Sports,Football,Football Exercitationem,1,11787,15,10018.95,2342.42,COD
11-10-2023,Indrajit Dave,Groceries,Spices,Spices Eius,2,14992,20,23987.2,3757.96,UPI
19-04-2025,Nitya Sastry,Furniture,Sofa,Sofa Ad,2,52604,20,84166.4,15279.28,UPI
10-02-2024,Hunar Bedi,Sports,Tennis Racket,Tennis Racket Placeat,4,48951,15,166433.4,32499.26,UPI
09-02-2025,Hrishita Jani,Books,Non-Fiction,Non-Fiction Nam,1,62525,0,62525,11292.2,UPI
15-04-2025,Shray Raja,Toys,RC Car,RC Car Itaque,2,72207,5,137193.3,20208.54,Net Banking
17-02-2025,Ehsaan Sawhney,Furniture,Chair,Chair Voluptate,2,6537,5,12420.3,667.01,Debit Card
05-10-2024,Miraan Khanna,Clothing,Women's Wear,Women's Wear In,4,12606,5,47902.8,3219.93,Credit Card
17-08-2025,Ranbir Suresh,Furniture,Sofa,Sofa Expedita,5,21916,0,109580,6333.31,UPI
09-06-2025,Aarav Singhal,Toys,Action Figure,Action Figure Minus,4,33930,5,128934,25079.01,Credit Card
29-11-2024,Aniruddh Doctor,Clothing,Shoes,Shoes Hic,4,31978,10,115120.8,25070.07,Credit Card
24-02-2025,Siya Thaker,Sports,Tennis Racket,Tennis Racket Illo,4,71504,15,243113.6,37085.57,Net Banking
29-09-2025,Taran Kakar,Books,Textbook,Textbook Quam,3,6748,5,19231.8,2133.85,COD
30-08-2025,Trisha Mandal,Furniture,Bed,Bed Ab,1,27172,20,21737.6,4453.6,COD
06-07-2024,Sumer Vasa,Sports,Yoga Mat,Yoga Mat Distinctio,2,9422,20,15075.2,2185.72,Net Banking
02-05-2024,Krish Kannan,Clothing,Men's Wear,Men's Wear Recusandae,3,15194,10,41023.8,3097.88,UPI
01-04-2025,Ojas Chaudhary,Beauty,Perfume,Perfume Quibusdam,5,27257,5,129470.75,24295.16,Net Banking
03-10-2024,Reyansh Handa,Electronics,Mobile,Mobile Nihil,4,35540,10,127944,17284.96,Net Banking
27-02-2025,Hiran Sinha,Toys,Puzzle,Puzzle Doloribus,2,19081,0,38162,5166.01,COD
17-01-2025,Tanya Tak,Clothing,Men's Wear,Men's Wear Repudiandae,5,7721,0,38605,2916.53,UPI
08-07-2024,Ivana Sahota,Toys,Action Figure,Action Figure Numquam,3,5314,10,14347.8,1830.28,Credit Card
27-12-2023,Armaan Hora,Books,Textbook,Textbook Iste,5,33808,15,143684,23355.51,Credit Card
09-04-2025,Vanya Upadhyay,Electronics,Mobile,Mobile Quo,5,18349,10,82570.5,15016.28,Net Banking
25-02-2024,Shalv Mallick,Clothing,Women's Wear,Women's Wear Voluptatum,3,4938,20,11851.2,654.08,UPI
04-03-2025,Hridaan Dyal,Kitchen,Cookware Set,Cookware Set Repellat,4,22056,20,70579.2,8812.38,Debit Card
09-03-2024,Heer Varghese,Clothing,Women's Wear,Women's Wear Fugiat,2,61626,15,104764.2,7899.96,Net Banking
31-01-2024,Kiaan Bhat,Groceries,Sugar,Sugar Fugit,4,46513,0,186052,21722.39,UPI
22-03-2024,Urvi Vora,Electronics,Laptop,Laptop Magni,3,71994,15,183584.7,12294.89,Net Banking
19-05-2025,Urvi Shroff,Electronics,Laptop,Laptop Sit,1,9724,20,7779.2,1282.53,COD
13-07-2025,Aradhya Jayaraman,Clothing,Men's Wear,Men's Wear Explicabo,5,35560,20,142240,33226.84,UPI
01-10-2024,Aayush Boase,Furniture,Sofa,Sofa Suscipit,5,26114,15,110984.5,24940.13,Credit Card
30-08-2025,Vedika Arora,Sports,Tennis Racket,Tennis Racket Molestiae,5,59190,0,295950,41811.64,UPI
26-11-2024,Charvi Gulati,Groceries,Sugar,Sugar Temporibus,2,21758,0,43516,5432.05,Debit Card
19-10-2024,Kavya Chokshi,Toys,Board Game,Board Game Nulla,5,11362,5,53969.5,6503.05,Debit Card
18-06-2024,Amani Sanghvi,Groceries,Oil,Oil Aliquam,3,4902,5,13970.7,1271.72,Debit Card
25-02-2025,Priyansh Ghose,Home Decor,Cushion,Cushion Labore,5,35330,0,176650,21281.71,COD
19-08-2024,Kavya Kade,Kitchen,Microwave,Microwave Cumque,1,60344,0,60344,3392.64,COD
12-02-2025,Khushi Kunda,Beauty,Perfume,Perfume Maxime,5,65116,0,325580,68224.67,COD
20-05-2024,Mamooty Boase,Books,Biography,Biography Eaque,1,51511,15,43784.35,2675.16,UPI
14-08-2024,Zain Hari,Clothing,Accessories,Accessories Repellendus,5,74352,5,353172,60835.67,COD
26-02-2024,Raghav Hegde,Books,Non-Fiction,Non-Fiction Architecto,3,34819,15,88788.45,13087.72,UPI
08-05-2024,Piya Bhattacharyya,Furniture,Table,Table Tenetur,3,50549,0,151647,15286.16,UPI
24-02-2025,Aarav Bal,Books,Comics,Comics Eos,2,47370,15,80529,6489.76,Net Banking
